Gene_Symbol,20_control,120_control,294_UC,301_UC,316_UC,92_UC,119_UC,122_UC,123_UC,124_UC,125_UC,126_UC,127_UC,128_UC,129_UC,130_UC,131_UC,144_UC,151_UC,152_UC,153_UC,154_UC,155_UC,226_UC,232_UC,233_UC,234_UC,235_UC,238_UC,239_UC,240_UC,241_UC,242_UC,243_UC,244_UC,245_UC,246_UC,247_UC,248_UC,249_UC,250_UC,251_UC,272_UC,277_UC,280_UC,282_UC,283_UC,284_UC,288_UC,290_UC,291_UC,292_UC,295_UC,297_UC,298_UC,302_UC,305_UC,306_UC,308_UC,315_UC,318_UC,319_UC,322_UC,10_control,11_control,14_control,19_control,28_control,31_control,33_control,34_control,35_control,36_control,38_control,39_control,41_control,42_control,44_control,54_control,55_control,64_control,65_control,67_control,72_control,76_control,77_control,78_control,79_control,80_control,81_control,82_control,83_control,84_control,85_control,86_control,87_control,88_control,89_control,90_control,117_control,118_control,121_control,180_control,114_UC
FPR1,2.346,3.8658,2.9931,1.2239,4.1358,1.5407,0.35468,0.25372,4.1778,0.045197,2.4405,1.8679,0.88609,-1.0083,0.34098,-1.0036,0.74715,1.0034,0.31283,0.79781,2.2298,-0.94518,1.6643,0.15062,1.9985,0.25554,1.4331,-0.12535,0.31894,-0.040959,2.0987,-1.2252,0.63347,-1.1074,-1.7971,-2.0728,-0.45944,0.70587,-1.2247,2.8982,-1.1635,-0.3222,-0.82993,-0.15846,0.8539,-1.2403,0.40089,-0.26121,0.42273,3.4786,4.9296,0.68385,3.295,-2.7091,0.048988,-0.81635,1.0086,0.90673,2.893,3.1328,2.6283,0.35106,-0.85372,0.81859,-1.2271,0.31011,0.25642,-0.45214,0.18021,0.2583,-0.034332,0.6519,0.19402,-0.4709,0.70423,0.19726,0.74321,-0.057337,1.444,1.6035,-0.079151,0.87323,0.51811,0.87815,0.9803,0.024847,-0.33921,-2.7555,0.65265,-1.4056,-2.4933,-0.36653,-0.60011,-0.086684,-1.4847,-0.76007,1.2683,-1.8086,0.42603,-0.28227,-3.2652,1.6831,0.70187,2.8841
FPR2,3.4705,4.4847,4.3595,1.5927,5.1297,2.1139,-0.051775,0.6135,4.3159,-1.4279,1.4496,0.33893,0.85355,-0.45587,0.53084,0.18627,-0.8384,1.5277,-1.8414,0.8018,2.9615,0.31507,1.5677,0.77344,3.211,1.5308,1.5641,-0.1348,-1.8414,0.66203,2.3225,-0.82888,2.2104,-1.8414,-0.50771,-1.8414,0.50803,0.035908,-0.56536,2.3331,-0.65168,0.098983,-1.303,1.6164,0.69798,-0.95287,0.32771,0.24059,0.11008,4.1302,5.8803,1.4886,4.9569,-1.8414,0.52425,-1.8414,1.6765,1.3962,4.1373,4.7546,2.5771,0.12588,-0.95337,1.8889,-0.35916,-1.7224,-1.1782,0.15276,-0.55954,-0.037268,0.45098,-0.31024,-1.6161,0.45592,0.55849,0.51265,0.81759,0.95195,-0.58851,0.91885,0.037268,1.0631,1.386,2.2607,-0.18347,0.92489,-1.8414,-1.8414,-0.18723,0.047311,-1.7184,-1.7616,-0.24033,-1.8414,-1.8414,0.66683,2.5523,-0.61879,1.3529,1.0614,-1.8414,2.8465,1.3836,2.5069
G6PC,-4.4094,-2.2926,-7.3255,0.2757,-6.5898,-1.1859,-0.82113,-0.44996,-6.1203,0.82334,-3.5806,-1.1854,-1.1955,-0.87541,0.4294,-1.6436,0.49632,-0.78003,-1.2491,-0.26032,-0.78787,-0.80578,-0.48294,0.41752,-0.85184,-0.16176,-2.1408,-0.055176,-2.8265,-0.62178,-1.8442,0.92206,0.98174,0.63279,0.59868,1.0424,-1.0415,1.0326,-1.5622,-2.9724,0.13871,0.95862,1.7524,1.1621,-0.074325,0.40568,-0.79716,-1.5639,-0.84318,-4.169,-4.7229,0.74466,-6.727,0.94949,0.083081,1.1105,-0.046633,0.82017,-6.5531,-1.503,-0.17897,-0.4808,0.11361,1.8728,-0.48954,-0.39232,-0.5827,-0.084009,0.6803,-0.12892,0.71331,0.32288,-0.33445,0.65821,-0.92084,-0.070493,-0.41868,1.1854,-2.6495,-1.2558,0.46629,0.38802,-0.33776,-1.3051,-2.8165,-0.8778,0.53827,0.0026379,-0.67344,-0.0094366,1.1542,0.44904,0.17689,1.3777,-0.0026369,-0.14354,-0.53501,-0.27871,-0.059548,0.328,0.64639,1.3008,-1.4563,-2.2065
CXCL3,3.7364,3.6546,4.458,1.5781,5.0178,3.6988,-0.75343,-0.14705,5.9627,2.0404,3.2907,3.5622,3.4686,0.92472,2.6326,0.95901,0.30794,2.272,0.1636,0.278,4.1489,0.53109,1.1673,0.42943,3.7993,2.2429,2.8291,1.2388,2.3556,-0.096178,3.5505,0.6585,-0.73077,0.70551,0.34331,-1.5846,-0.19363,0.36596,-0.67821,5.9256,0.20757,-0.66558,-0.62619,1.5518,1.0753,0.26649,2.6018,1.3705,0.066523,2.593,5.8452,2.8237,6.0703,-1.3025,0.47942,-0.25776,3.1068,1.073,5.2479,4.7081,1.9521,0.48911,0.64753,-1.1892,-1.4759,-0.60414,-0.80949,0.12917,-0.34609,-0.31755,0.09036,0.50747,-0.14785,1.1014,1.0037,-2.189,0.18632,-0.34917,4.2485,0.59459,1.1841,-0.052133,1.2519,1.6633,0.90897,0.18513,0.91452,-0.24933,0.40389,-0.38891,0.76577,-0.54033,-0.77163,0.35356,-0.28638,0.17204,2.798,-1.4983,0.87523,1.141,-0.12169,0.69798,1.0757,5.2587
GSTA1,-2.7442,-0.91724,-3.6601,-0.53422,-6.4577,0.73539,-0.15297,-1.1215,-5.6861,0.62333,-1.3839,0.19254,-1.2076,1.1085,0.33566,-0.30059,1.9575,-2.269,0.99443,-0.59972,-0.20722,-0.66392,-1.5787,-0.8601,-1.5558,-0.8362,-1.4813,-0.78853,0.26149,0.13748,-1.0068,0.27217,0.39937,-0.20946,0.43187,1.3374,-1.3646,0.27673,0.26244,0.057629,0.11351,0.47515,0.67626,0.32027,-0.74645,-0.39713,-0.71093,-1.4557,-1.172,-4.5503,-2.2461,-0.30085,-6.7455,1.2292,0.023083,-0.51265,2.0653,0.29753,-4.5922,-2.3,0.43825,-0.37789,1.3009,0.25579,-0.31819,-0.97372,-1.6436,1.019,-0.056554,-1.9833,0.89349,-0.83093,1.0201,-1.1262,-1.9237,0.99671,-0.86845,2.2127,0.42952,-0.24184,0.058917,-0.69527,0.58007,1.0395,-1.0445,0.010463,1.3944,1.3252,-0.96192,-0.84489,0.14647,0.1485,-0.2625,0.82815,0.17478,0.37011,-1.1576,0.36514,-0.14529,0.086858,1.0216,-1.5972,-1.0062,1.2734
GSTA2,-3.3487,-0.83053,-3.8255,-0.14125,-7.0042,0.52461,-0.032768,-1.0545,-5.6684,0.21416,-1.7969,-0.94067,-1.1446,0.5926,0.011915,-0.88022,1.553,-2.1629,0.18034,-0.50998,-0.038247,-0.41928,-0.9761,-0.9304,-1.4083,-1.0594,-1.3499,-0.69656,-0.324,-0.10384,-0.87401,-0.14226,0.54277,-0.23185,0.60464,1.2075,-1.2998,0.34864,0.41846,-0.60747,-0.062337,0.20705,0.51793,0.23339,-0.15502,-0.36639,-0.82697,-1.1635,-1.3157,-4.6899,-2.2905,-0.49777,-6.9048,1.8599,0.20405,-0.19994,1.8273,-0.088508,-5.1209,-2.5349,0.24293,-0.47319,1.2492,0.78186,-0.43779,-0.80638,-1.4363,0.93955,-0.18902,-1.3649,0.7798,-0.69117,0.92234,-0.74274,-1.8913,0.71426,-0.71802,2.061,-0.38184,-0.89299,0.14499,-0.39325,0.75493,0.38284,-1.0855,-0.57125,0.64198,1.0886,-0.67201,-0.38545,0.5579,0.26129,-0.46557,0.63094,0.31516,0.1363,-1.2765,0.46648,0.33223,-0.018867,1.1703,-1.4292,-1.1577,0.74992
GUCA2B,-5.3868,-1.7338,-6.746,-0.33178,-1.8862,1.0281,0.51732,-1.5544,-1.8073,2.2621,-0.23688,2.1328,-0.15259,1.2972,0.32683,1.4589,1.4895,-0.64777,1.9267,-0.97265,0.29525,-0.97676,-0.33286,-0.79627,-1.7531,-0.55726,-1.3142,-0.032521,-0.59335,0.83233,-0.74489,0.52853,1.2514,0.4182,0.93528,1.0158,-0.97321,0.46178,0.56446,2.0531,1.4586,0.053877,1.9322,0.48737,0.37834,0.38906,-0.60417,-0.73685,-1.0295,-5.2091,-2.2742,0.46864,-3.346,1.2548,0.57601,-0.19969,2.5055,0.58229,-4.5923,-2.112,-0.33937,0.032576,0.69763,1.2263,-0.71228,-1.5402,-1.2441,1.287,-0.26835,-1.9959,1.2182,0.099529,1.4806,-0.60674,-1.7681,0.24682,-2.0116,2.9157,0.78535,1.226,1.0332,1.2152,1.1844,1.3568,-1.0541,1.9831,3.1526,0.46207,-1.878,-0.61488,0.30996,-0.25112,0.66233,0.3776,-0.31781,-0.96082,-1.0559,1.3198,-0.12495,0.011059,0.91147,-0.38879,-1.3837,3.0365
HMGCS2,-4.6488,-1.9977,-1.2463,0.27177,3.367,0.75785,-0.013401,-0.41067,1.2415,-0.20488,-1.7148,4.5297,-1.7196,-0.29973,-1.935,-2.919,-1.0807,-1.4633,1.1105,-0.60932,-0.85635,-1.0672,-0.29449,-1.2172,0.64954,-2.6972,0.76879,-0.76155,-0.57851,-2.1867,1.1859,-0.23779,-1.1656,0.71511,-1.5725,-0.44024,-0.64404,3.1151,0.81844,-1.5783,1.891,-0.054729,-0.59411,1.9561,-0.63603,-0.45898,-1.7536,-1.2353,-1.2958,-3.0303,-4.0676,-0.71791,-1.1851,0.64178,-1.9132,-0.71354,-2.4399,-0.92155,-5.1228,-2.5195,0.42624,-1.1755,-2.0951,2.8275,-0.32068,0.52428,1.9886,-0.94434,1.2352,-0.53025,0.77527,-0.51824,1.1308,0.4268,-2.8731,0.3847,-0.012488,0.90302,-0.80136,-2.3205,0.095288,-1.3805,1.2908,-0.56898,-0.77144,-1.0205,-0.16526,-0.59931,-0.16804,0.5583,-1.294,-0.57217,-0.58237,0.53926,0.29737,-0.92772,-1.9583,0.11119,-0.6297,0.24066,2.1259,-1.1235,-2.0559,0.9925
IL1B,3.2471,5.1489,3.431,0.096394,6.5813,2.4855,-0.041753,1.1101,4.3098,1.0077,2.3651,2.6852,2.2411,1.2783,0.80037,0.26643,-0.17328,1.3851,1.0279,1.594,2.8151,0.57723,1.977,0.88161,3.6637,1.3441,3.4426,-0.14211,1.3719,1.8196,2.8715,-0.52876,2.4728,-0.62812,-1.4446,-1.7204,0.50072,-0.19881,-0.44338,4.1066,-0.1951,-1.101,-1.0249,1.0853,1.4276,-0.13298,1.3249,1.1076,1.1822,2.6474,5.2558,2.7234,2.6128,-2.5492,-0.013572,0.2731,2.3086,1.0046,3.0983,3.1437,0.82462,0.72923,-1.3781,-2.1908,-0.2153,-0.029292,0.64395,-1.0217,1.8375,0.9164,-0.14129,1.233,-0.13157,0.78261,0.049613,-0.10233,1.2026,0.25207,2.5071,0.74443,0.17238,0.36657,1.7576,0.6963,0.59058,1.0594,-0.3493,-0.64809,0.6315,0.051232,-0.8883,-0.11273,-0.60378,-0.79834,-0.54731,-0.75552,1.9324,-1.3042,1.8864,0.0088067,-0.85387,2.5099,1.3398,4.0201
IL1RN,1.1034,3.3961,1.3531,0.17951,4.8877,1.9417,-0.23638,-0.057523,2.3913,-0.015168,1.451,2.3055,0.19034,0.14742,-0.9548,-0.36446,-1.2569,2.021,0.4951,0.34114,2.3025,-0.079541,1.4288,-0.29187,2.1017,-0.11027,2.8052,-0.52271,1.0285,1.1519,1.7368,0.91599,0.47905,-0.22272,-1.31,-1.3633,0.050406,0.46906,0.69127,4.7153,-0.89207,-0.58605,-0.81815,-0.53807,0.84012,-1.1952,-0.45139,0.45539,-0.085631,1.5471,3.8439,1.226,2.5831,0.32237,0.85611,-0.17722,0.31285,1.0471,3.2093,2.2139,1.0264,0.91143,0.11257,0.094211,-0.94642,-0.50762,1.0989,0.061454,0.31503,0.086461,0.66767,0.64152,-0.31886,0.093887,-1.1215,-0.55265,-0.11647,-1.1552,1.2393,0.21611,0.74957,0.36822,0.15724,0.59745,1.0593,1.6143,0.03688,-1.1529,0.22699,-0.69607,-0.78374,-0.31236,-1.9975,-0.24865,-0.10866,0.018433,0.93053,0.13304,0.58855,-0.71714,-1.7001,0.95372,0.86707,2.609
IL8,4.6379,6.4443,4.8106,1.7379,7.7465,3.1661,0.29786,1.4632,4.0066,1.9282,2.8464,3.2211,1.695,0.67137,1.7905,1.9814,-1.1262,4.3966,3.08,4.5131,4.226,-1.1951,-0.8192,1.2699,5.7953,2.6065,4.3262,-0.78517,3.3909,3.8866,3.8373,0.64886,6.8818,-1.0296,-1.5325,-0.26388,-0.77977,0.38554,1.3692,4.0704,0.73859,0.44862,2.2165,4.6104,2.4102,-0.090353,3.5238,1.322,-0.0077863,1.6618,6.8826,4.6695,4.8058,-3.1292,0.4429,-2.4992,3.8977,2.8632,4.893,4.5149,4.3534,0.0080121,0.6333,-1.1538,-2.647,-3.1292,0.78191,0.18689,1.2522,0.67494,-1.4218,-0.183,-1.319,-0.41683,-0.077233,-1.7751,1.2668,2.0971,2.1237,2.8074,3.6239,1.9817,4.0049,2.3077,2.3361,2.5556,1.1478,-1.6835,-1.8901,-0.91856,-0.19887,-1.0494,-1.5281,-0.3877,0.0022759,-0.75847,2.6591,-0.90658,2.7066,0.079224,-0.36318,4.948,1.5108,4.7145
CXCR1,3.3408,5.9579,4.2465,2.3231,5.6462,3.1562,0.77993,-0.51415,4.4272,0.57372,3.2813,3.5993,1.3697,0.15344,1.6096,1.3805,1.6778,1.5644,-1.6471,0.34657,3.2636,-1.6471,1.2478,0.88525,3.7485,1.115,-0.65667,0.059466,2.288,1.5802,2.7052,-0.95654,1.4046,-1.6471,-0.31344,-1.6471,0.57677,-1.6471,-0.14869,3.6973,1.2207,0.12333,-1.1088,1.5003,1.7502,-1.2713,1.9005,0.30933,0.30435,3.8808,6.7155,1.4349,5.2086,0.26002,1.0181,0.15274,2.1703,1.5904,4.9905,4.4614,5.0399,-1.6471,-1.3441,-0.67175,-1.6471,-0.11312,0.47548,0.34703,-0.58767,-0.843,-1.6471,-1.6471,0.16311,-1.6471,0.64584,0.70692,1.5144,0.82429,2.1907,0.11312,-0.35342,1.3643,2.6678,2.7029,0.42583,2.0248,1.0449,-1.6471,1.007,-0.43649,-1.6471,-1.6471,-1.631,-1.6412,-1.6471,-1.5983,1.2832,-1.6471,0.81015,0.42379,-0.29615,4.401,-0.32904,3.7282
ITIH3,-2.5316,-1.4837,-1.7002,-1.1606,-4.7169,1.1125,0.56533,0.85091,-1.6028,-2.2378,1.2536,0.20711,-0.26481,-3.1727,-1.9091,1.1093,-2.1629,-0.95687,-3.8515,1.1738,-1.7994,1.4469,2.1167,0.4809,-3.1796,-0.43665,1.6965,-0.4978,-2.0381,-3.8834,1.5457,-2.3757,-3.424,0.70743,-2.6395,-3.0148,0.83803,-0.12262,0.56334,3.4002,-0.85675,-1.9548,-4.4349,-3.4697,1.8149,0.73996,0.079895,2.2074,2.3756,-0.96294,-3.6695,-1.9843,-4.4633,-4.4811,1.1615,1.4493,-1.2489,-0.035239,-3.7755,-1.7297,-1.5547,0.30367,-2.3482,-3.1905,0.087043,2.126,2.0519,-0.76962,0.085934,0.77689,1.5149,2.729,0.52482,0.81808,1.9517,1.4683,0.031539,-0.50181,1.5464,2.1028,-1.4316,-0.52202,-0.031539,-2.5492,-1.3767,-0.41018,-2.8661,-1.4686,2.0243,0.19384,-2.5283,0.92672,0.32902,-1.3968,0.8085,0.58685,0.49285,-2.6351,-0.073045,-0.41689,-1.6837,-0.5317,0.90955,-3.4729
KCNJ15,2.7817,4.0343,3.2801,0.80899,3.9165,1.5932,1.454,0.73022,2.733,-1.2117,1.4959,1.3625,1.0698,-1.6251,-1.6251,1.4025,-0.62215,0.60842,0.49654,0.9097,2.7007,0.30893,1.0068,1.3026,1.8206,-0.52598,0.78035,-1.4666,2.31,0.95011,1.9199,-1.6251,1.3391,-0.26254,-0.61338,-1.6251,0.46125,0.082235,0.065933,2.8713,-0.1724,-1.6251,-1.0868,-0.12158,1.8211,-1.2493,1.807,0.87188,0.32634,3.2924,5.2636,1.0419,3.9723,-1.6251,-0.95994,1.5898,-0.80769,0.19736,3.6267,3.9809,3.2408,0.51206,-1.6251,-1.6251,0.66445,1.0788,1.4522,-1.6251,-0.56569,1.6141,-0.50269,0.90601,0.60013,-1.2347,0.77474,-1.6251,1.0338,1.4312,-1.6251,3.2528,0.25352,-0.4211,1.4097,1.0619,0.032777,0.95854,0.48194,-1.6251,1.0994,1.4335,-1.5022,0.45462,-0.024075,-0.61917,-1.6251,-1.5764,1.7646,-0.9875,-1.0748,-0.2912,-0.795,2.9036,0.27791,1.8752
LCN2,4.4468,2.8833,2.9537,3.434,5.9591,3.9977,1.4772,0.72253,5.891,1.948,3.6808,5.7334,3.9924,1.5363,2.9335,1.1964,3.535,3.9364,2.9612,-1.1863,6.39,0.050617,1.5194,1.3747,4.7457,3.2183,-0.17562,0.35622,0.82144,-0.92012,2.1015,-2.9095,-1.2363,-0.77214,-0.55448,-2.0279,-0.27512,-0.17932,-0.41811,2.1291,-1.3025,2.567,-2.1715,0.84656,-0.12805,0.43141,2.0796,0.4822,-2.9682,2.0493,6.4312,3.0332,6.4683,-2.4216,0.04922,-3.8057,2.8389,2.0976,4.9579,3.7356,5.2526,-1.7454,-0.10743,-0.2202,-3.1309,-1.1082,-0.5964,2.8207,-2.4328,-0.32818,-1.3271,-0.26509,1.507,1.6114,2.6601,2.0868,2.086,1.9225,1.0097,1.8067,0.10282,3.4148,1.8098,1.188,1.2706,2.4297,-0.012205,-0.17052,-1.9109,0.6565,3.6545,-0.013355,-0.40891,1.0586,-0.25712,0.012204,2.3555,-2.039,1.5436,0.94591,-2.3479,3.2426,0.93602,4.0364
LCT,-1.8266,-2.7783,-2.1507,2.0256,-4.8038,1.4295,1.0828,-1.5177,-5.4404,-0.68836,0.72238,0.98822,-3.1123,1.2933,-0.20515,-3.98,-2.7035,-2.5742,2.245,-0.3016,-3.3193,-2.296,-1.0505,-2.667,-0.63244,-2.9353,-5.6106,-1.2671,-4.2949,-2.1667,-0.047092,-3.1348,0.13501,-0.19746,-2.2875,-3.9497,-1.8397,2.5413,-0.10467,-0.31403,0.43651,-1.3375,-1.6149,-2.3022,-0.46031,-2.2173,-0.83127,-1.6542,-5.637,-4.738,-2.1664,-0.69588,-7.305,2.1704,-1.2794,-0.34298,-3.9796,-1.2736,-3.8112,-2.887,1.4832,-0.80817,-1.3029,2.1835,1.1443,2.855,0.41013,0.11558,1.9855,0.89699,1.0804,0.6311,0.51487,-3.5856,-2.7306,1.0188,-4.8341,2.4862,3.1721,-0.99212,-0.090848,1.0794,-0.2866,-0.67085,0.090848,0.26046,-1.9419,1.8388,-2.6206,-1.3772,-0.9988,2.4359,3.7317,3.1629,-0.26583,-1.6891,1.2295,-0.72844,2.011,2.1649,-1.487,-3.9636,-1.8907,-0.41041
MEP1B,-2.7101,-0.99998,-4.7761,0.7819,-4.9743,-0.96912,0.13804,-1.3469,-6.2463,-0.24887,-2.4935,-1.3874,-0.91658,0.14296,0.096636,-1.5846,0.12857,-0.48346,-0.33367,-0.94621,-0.59022,-1.0962,-0.40087,-0.09303,-1.6939,-0.099373,-1.5907,-0.47269,-3.9582,0.79333,-0.64753,-0.027662,0.82092,0.074775,0.86393,1.0127,-1.0048,0.074455,0.20306,-0.69999,0.52538,0.18991,1.8668,0.6486,-0.70593,0.48562,-0.58162,-0.34829,-0.95727,-5.9024,-2.2876,0.53407,-7.697,0.95149,0.40587,-0.038898,-0.75211,0.35914,-3.5969,-0.67864,-0.7927,-0.83631,-0.37061,1.6815,-0.39495,-0.77381,-0.74968,-0.013776,0.056302,-0.65995,-0.47316,-0.24967,-0.47083,-0.076801,-1.1041,-1.1257,-1.2595,0.73388,-1.5921,-1.8019,0.69551,0.68027,0.5062,-0.82892,-1.8578,-2.1548,0.27741,0.57059,-0.65707,-0.4312,0.79092,0.17959,0.72387,0.96424,0.29895,0.43191,-0.28373,0.74765,0.024608,0.26705,0.86696,-0.42974,-0.61814,-0.76975
CXCL9,4.6165,3.559,3.9058,1.3021,1.5494,0.64057,0.38925,2.2519,3.593,1.1281,-0.066323,-1.0316,0.6092,-1.5548,-0.027602,-0.76896,-1.8967,-0.60435,-1.5556,0.60288,0.45583,0.61914,2.6019,0.81197,0.69423,1.0393,0.80524,0.64593,1.1134,-0.37302,1.7415,-2.7941,-2.061,-0.76923,-0.84124,-2.3054,0.91098,0.050933,-1.4597,0.53952,-1.3817,1.0817,-2.4455,-0.79262,0.56248,0.92299,0.22014,0.99829,1.5628,5.3523,3.304,0.023641,0.39513,-2.5135,0.92822,0.82909,1.0364,0.53378,0.53625,2.2565,1.1794,0.94587,-1.9086,-0.66065,1.4124,0.68028,1.7092,-0.32128,-0.18661,2.3777,-0.672,0.19847,-1.822,0.94707,1.9149,-0.25617,3.3584,-0.59936,0.80529,0.40346,-0.73265,0.17221,-1.1557,-1.8801,1.8581,0.26297,-0.71654,-0.84256,1.3219,1.1545,-0.59991,0.27193,-0.80752,-0.5494,-0.46209,0.42159,3.7872,-1.7316,0.42916,-0.60766,-1.7338,1.7473,3.0025,0.89316
MMP1,4.0074,7.3204,3.4503,0.91447,2.6333,2.0391,-0.081983,-0.24004,4.1033,-0.2604,1.3616,2.9039,0.14296,0.11331,0.3636,-1.405,-0.56519,3.3956,2.3157,-1.6066,2.8961,-0.10513,0.82251,0.16529,4.3464,1.1581,0.83472,-0.8066,2.7184,0.45754,-0.0058913,0.19116,-1.4214,-0.99531,-1.4183,-1.6908,0.36928,-0.63181,-0.078862,3.4137,0.28474,0.096636,0.83221,-0.45073,1.8829,-0.58332,2.0591,0.77683,0.94096,3.2013,6.1479,2.3619,2.3113,-1.3897,0.67079,-0.93902,2.52,1.387,6.5326,4.5513,2.1683,0.00029993,-1.8889,1.0233,-1.7063,-0.95408,0.27044,-0.26342,-2.0448,-0.47221,-1.0985,0.14812,-1.557,0.034839,-1.1057,-1.3172,0.5876,1.897,0.47058,0.043368,2.5861,1.5227,2.8481,0.25945,2.4886,1.1981,0.87074,-0.78738,-0.60041,-0.44255,0.015429,-0.051268,0.98993,0.34253,0.42746,0.52732,2.2416,0.37836,1.0281,-0.79656,-2.4937,2.5873,0.78599,2.9504
MMP3,4.9502,7.7573,5.9348,2.4706,4.0251,3.931,0.41128,0.30307,6.9633,0.63803,2.8195,2.6746,1.2677,1.0516,0.42686,-0.28028,0.83021,4.1862,3.5686,0.1073,5.0839,-0.74252,0.39436,1.0335,5.5539,1.6573,1.6164,-0.16281,3.359,1.1564,1.0131,0.61968,-0.52166,-0.39515,-1.8957,-1.6236,0.62644,-0.96498,-1.4525,1.1036,1.8287,1.1708,0.81537,0.14315,2.8868,-0.78523,3.6035,1.6177,0.27713,5.1924,8.9854,4.1981,4.1923,-0.71631,1.354,-0.31543,2.9165,1.6836,7.188,5.8112,3.3712,0.40318,-1.2273,1.3791,-1.834,-2.3228,1.3808,0.19173,-3.0558,-0.31479,-0.70745,0.00080919,-1.3051,0.68027,-0.61589,-0.85436,1.6832,2.729,1.3075,1.302,3.3341,2.3379,4.4946,1.4297,1.6916,2.8877,2.1313,-0.89769,-1.7289,-0.55417,0.32054,-1.1286,1.0093,-0.00080919,-1.7614,1.2327,4.171,-0.30773,1.233,0.7578,-3.7643,2.9803,0.58806,5.6872
MMP7,3.3194,0.48218,3.3796,-0.53256,0.61152,2.9272,0.63333,1.7106,4.0893,-3.2297,1.4763,1.4742,0.16566,-3.2297,-1.973,-2.787,-1.2267,3.716,-3.2297,1.0173,3.425,0.4399,1.1677,0.38511,2.6392,1.0329,1.7905,0.54573,2.0274,-2.4618,0.50794,1.1047,-2.2654,1.8698,-3.218,-3.2297,2.2627,-1.2004,-1.5387,2.3371,-3.2297,-1.8743,-2.6914,-1.4042,0.9535,0.31607,0.20241,1.3966,1.5291,2.5352,1.737,-1.5627,3.9241,-3.2297,0.34237,1.1007,0.90965,0.007818,4.2864,4.2939,0.31431,1.3153,-3.2297,-2.2544,0.42243,0.82784,1.3403,-0.072078,1.4147,1.139,1.4777,0.96439,-0.0044537,0.48263,2.4072,1.4462,0.65165,0.24169,0.023157,1.3379,-2.936,-1.0257,-0.68036,-0.54271,-0.15677,-3.239,-2.1226,-1.369,0.5119,0.8289,-3.1068,-0.565,0.37134,-3.2238,-0.46083,0.5195,-0.49204,-3.2297,-2.0944,-3.2297,-3.2297,1.7141,0.89572,-0.051358
MMP10,4.0186,4.8686,4.1104,1.8258,2.3213,1.9484,1.6452,-0.59643,6.6181,0.26905,2.436,3.8939,0.79844,-2.1444,1.1123,-0.70173,0.66592,5.4367,-0.022746,-0.39175,4.6126,-0.79532,0.33549,-0.24009,4.9966,1.2278,2.4477,-2.1444,2.7033,1.4814,0.59323,0.54615,1.2122,-0.19687,-2.1327,-0.60105,0.42738,1.5171,-1.4534,2.6151,0.30831,0.21098,0.85335,-1.0559,0.64287,0.3064,3.8926,2.1339,-0.3856,3.0158,7.538,3.3971,4.9861,-2.1444,-0.019798,-2.1444,2.7605,2.2224,7.0841,4.421,2.5151,-0.47672,-1.8414,1.5314,-2.1444,-1.2099,-1.4813,0.30915,-2.1444,-0.077272,0.29995,0.12368,-1.9192,0.15288,-0.22998,-2.1444,3.0793,-0.35109,0.10845,1.6158,3.0072,-0.13304,2.6066,0.54258,-1.0715,1.8606,0.96265,-2.1444,-0.90531,-1.2557,-2.1444,-1.0647,0.1936,0.18346,-2.1444,1.9488,2.7401,0.66314,2.1208,0.99687,-0.79346,2.2323,0.98101,3.0783
MUC1,4.5347,3.6401,3.9335,1.3679,5.6649,3.8769,0.095946,-0.29767,4.1107,-0.036532,2.9067,6.2755,2.9636,2.457,1.7674,2.2845,3.3001,2.7459,3.814,-0.60175,3.4811,-0.009398,-0.22818,0.34774,4.7442,2.2679,-0.72863,0.72468,0.76731,0.32988,0.69391,-0.27371,-1.366,-0.19991,0.014048,-0.12188,-0.24044,1.084,-0.94099,1.2585,0.80635,1.6333,-0.20866,0.58229,-0.52877,0.070529,0.25694,-0.26985,-1.7551,1.216,3.3977,2.5015,6.0585,-0.99059,1.5972,-1.3346,0.90752,0.72125,3.7032,2.3495,3.6545,0.30821,0.84596,-0.12208,-1.6361,-1.5376,-0.84814,0.98544,-0.90865,-0.22768,-1.0972,-0.89711,1.6393,0.69046,-0.76756,0.91876,2.31,0.79521,1.2277,1.0376,-0.051256,1.549,0.21982,1.5283,3.2059,4.1381,0.99412,0.12998,-2.075,0.20235,1.5255,-0.14716,-0.30272,-0.054317,-1.1426,-0.94643,0.94933,-0.71179,-0.088954,1.1613,-1.7024,1.7335,0.37621,1.3823
